Time[s],xPosition1[m],yPosition1[m],absPosition1[m],Angle1[rad],xVelocity1[m/s],yVelocity1[m/s],absVelocity81[m/s],AngularVelocity1[rad/s]
11.75,0.00016607,0.00014548,0.00022078,,1.8176e-06,4.1352e-07,1.8641e-06,
11.875,0.00016786100000000002,0.000145869,0.000222385,,2.1382e-06,2.9252e-07,2.1581e-06,
12.0,0.000169653,0.000146257,0.000223993,,2.3862e-06,2.6191e-07,2.4006e-06,
12.125,0.000169194,0.000146493,0.000223801,,2.4108e-06,2.3935e-07,2.4226e-06,
12.25,0.000168871,0.00014685599999999998,0.000223795,,2.2834e-06,2.0048e-07,2.2921e-06,
12.375,0.00016824600000000002,0.000147,0.000223419,,2.1807e-06,1.5332e-07,2.186e-06,
12.5,0.00016797300000000003,0.000146139,0.00022264700000000003,,1.9029e-06,2.3006e-08,1.9031e-06,
12.625,0.00016814000000000003,0.00014552899999999998,0.00022237399999999998,,1.5627e-06,-1.29e-07,1.568e-06,
12.75,0.000168445,0.000145429,0.00022253800000000002,,1.2584e-06,-2.4025e-07,1.2811e-06,
12.875,0.000168572,0.00014537800000000002,0.000222601,,1.1193e-06,-1.99e-07,1.1369e-06,
13.0,0.000168653,0.000145508,0.000222747,,1.2085e-06,-1.8283e-07,1.2223e-06,
13.125,0.00016964699999999998,0.00014617,0.000223932,,1.2769e-06,-2.8025e-07,1.3072e-06,
13.25,0.000170567,0.000146311,0.000224722,,1.3118e-06,-2.9921e-07,1.3455e-06,
13.375,0.000170621,0.00014605399999999998,0.000224596,,1.1677e-06,-2.4369e-07,1.1929e-06,
13.5,0.00017054,0.00014596500000000002,0.000224476,,9.2886e-07,-3.499e-07,9.9258e-07,
13.625,0.00017054800000000002,0.0001461,0.000224571,,9.0924e-07,-3.8513e-07,9.8744e-07,
13.75,0.000169967,0.000146508,0.00022439600000000002,,1.0673e-06,-3.8839e-07,1.1357e-06,
13.875,0.000169363,0.00014603,0.000223626,,1.1312e-06,-5.0084e-07,1.2371e-06,
14.0,0.000169741,0.000145159,0.000223346,,1.1777e-06,-5.8702e-07,1.3159e-06,
14.125,0.00017002100000000002,0.000144946,0.00022342,,1.2631e-06,-5.0687e-07,1.361e-06,
14.25,0.00017000499999999998,0.00014488100000000002,0.000223365,,1.2259e-06,-2.9886e-07,1.2618e-06,
14.375,0.000170094,0.000144754,0.000223351,,1.0245e-06,-2.5639e-07,1.0561e-06,
14.5,0.00017130200000000002,0.00014560799999999998,0.000224824,,7.8119e-07,-2.6969e-07,8.2644e-07,
14.625,0.000172294,0.000145894,0.000225766,,6.3892e-07,-2.1188e-07,6.7313e-07,
14.75,0.000172228,0.000145473,0.000225443,,3.6471e-07,-3.2132e-08,3.6613e-07,
14.875,0.000172571,0.00014546899999999999,0.000225703,,-1.2458e-07,1.4204e-07,1.8893e-07,
15.0,0.000172189,0.00014553800000000002,0.000225456,,-5.0418e-07,2.9282e-07,5.8305e-07,
15.125,0.000170888,0.000145926,0.000224715,,-6.2235e-07,3.7097e-07,7.2453e-07,
15.25,0.000170051,0.000145337,0.000223696,,-7.2913e-07,2.5069e-07,7.7102e-07,
15.375,0.000169853,0.000145057,0.000223364,,-8.4348e-07,8.669e-08,8.4792e-07,
15.5,0.00017025000000000002,0.000145129,0.000223713,,-7.1496e-07,1.5838e-07,7.3229e-07,
15.625,0.000170211,0.00014513400000000002,0.000223687,,-5.7749e-07,3.2339e-07,6.6187e-07,
15.75,0.000169862,0.000145456,0.00022363,,-4.5737e-07,2.3789e-07,5.1554e-07,
15.875,0.000170049,0.000146252,0.000224291,,-1.1971e-07,4.3726e-08,1.2745e-07,
16.0,0.00017108000000000002,0.000146288,0.000225097,,1.9696e-07,-1.1707e-07,2.2913e-07,
16.125,0.000171307,0.000145563,0.000224799,,2.8273e-07,-1.7684e-07,3.3347e-07,
